Date,Code,State,Venue,Tipster,Market_Id,Selection_Id,Bet_Type,Best_Bet,Bet_Text,Selection_Name,Win_Lose,Bsp,Tipster_Profit,Back_Profit,Lay_Profit
6/05/2023,Thoroughbred,SA,Morphettville,Barry Cook,213735835,53719533,lay,TRUE,Lay WIN #8 King's Cross,Kings Crossing,0,3.30,0.43,-1.00,0.43
6/05/2023,Thoroughbred,SA,Morphettville,Curly Seal,213735835,53719533,lay,TRUE,Lay WIN #8 King's Cross,Kings Crossing,0,3.30,0.43,-1.00,0.43
6/05/2023,Thoroughbred,SA,Morphettville,Lachlan Mosley,213744456,39219207,back,TRUE,Back WIN #4 Foxy Frida,Foxy Frida,0,3.20,-1.00,-1.00,0.45
6/05/2023,Thoroughbred,SA,Morphettville,Lachlan Mosley,213693723,27615354,back,FALSE,Back WIN #1 Bella Nipo,Bella Nipotina,0,4.24,-1.00,-1.00,0.31
6/05/2023,Thoroughbred,SA,Morphettville,Lachlan Mosley,213693723,55457484,back,FALSE,Back WIN #13 Ruthless D,Ruthless Dame,1,15.76,14.76,14.76,-1.00
6/05/2023,Thoroughbred,SA,Morphettville,Lachlan Mosley,213693723,43035600,back,FALSE,Back WIN #7 Espiona,Espiona,0,21.39,-1.00,-1.00,0.05
6/05/2023,Thoroughbred,SA,Morphettville,Lachlan Mosley,213693723,55457483,back,FALSE,Back WIN #10 Seradess,Seradess,0,35.46,-1.00,-1.00,0.03
6/05/2023,Thoroughbred,SA,Morphettville,Lachlan Mosley,213744432,50712910,lay,TRUE,Lay WIN #2 My Khalifa,My Khalifa,0,3.75,0.36,-1.00,0.36
6/05/2023,Thoroughbred,NZ,Riccarton Park,Robert Logan,213774618,53914074,back,FALSE,Back WIN #11 Cu Chulain,Cu Chulain,0,2.63,-1.00,-1.00,0.61
6/05/2023,Thoroughbred,NZ,Riccarton Park,Robert Logan,213774618,53914075,lay,FALSE,Lay WIN #2 Penvose Lad,Penvose Lad,0,2.40,-1.00,-1.00,0.71
6/05/2023,Thoroughbred,VIC,Sandown,Jackson Oldham,213736788,55494308,back,TRUE,Back WIN #13 Globe ,Globe,1,1.91,0.91,0.91,-1.00
6/05/2023,Thoroughbred,VIC,Sandown,Jackson Oldham,213736779,2556753,back,FALSE,Back WIN #2 Dashing ,Dashing,1,3.50,2.50,2.50,-1.00
6/05/2023,Thoroughbred,VIC,Sandown,Jackson Oldham,213736752,55494291,back,FALSE,Back WIN #8 Miss Balven,Miss Balvenie,0,5.29,-1.00,-1.00,0.23
6/05/2023,Thoroughbred,VIC,Sandown,Jonathan Walsh,213736788,55494308,lay,TRUE,Lay WIN #13 Globe,Globe,1,1.91,-1.00,0.91,-1.00
6/05/2023,Thoroughbred,VIC,Sandown,Norm Oke,213736779,2556753,lay,TRUE,Lay WIN #2 Dashing,Dashing,1,3.50,-1.00,2.50,-1.00
6/05/2023,Thoroughbred,VIC,Sandown,Ray Swannie,213736779,2556753,lay,TRUE,Lay WIN #2 Dashing,Dashing,1,3.50,-1.00,2.50,-1.00
6/05/2023,Thoroughbred,VIC,Sandown,Steve Walters,213736743,55494283,lay,TRUE,Lay WIN #6 Written Swoo,Written Swoosh,0,11.03,0.10,-1.00,0.10
6/05/2023,Thoroughbred,QLD,Sunshine Coast,Nat Hinkley,213737914,55494197,lay,TRUE,Lay PLACE #13 Osmose,Osmose,0,14.57,0.07,-1.00,0.07
6/05/2023,Thoroughbred,QLD,Sunshine Coast,Shane Ciurleo,213737914,39233154,back,FALSE,Back WIN #1 Tycoon Evie,Tycoon Evie,0,2.63,-1.00,-1.00,0.61
6/05/2023,Thoroughbred,QLD,Sunshine Coast,Shane Ciurleo,213737918,48075016,back,FALSE,Back WIN #2 Yellow B,Yellow Brick,1,2.74,1.74,1.74,-1.00
6/05/2023,Thoroughbred,QLD,Sunshine Coast,Shane Ciurleo,213737910,55494189,back,FALSE,Back E\/W #11 Zimo,Zimo,0,13.60,-1.00,-1.00,0.08
6/05/2023,Thoroughbred,QLD,Sunshine Coast,Shane Ciurleo,213737898,42023050,lay,TRUE,Lay WIN #10 Perseids,Perseids,0,7.92,0.14,-1.00,0.14
